
Date / Time: Fri Mar 31 01:23:50 2017

   ****************************************
   * PSO Neural Net (Gaussian Activation) *
   *       by William Boler, BSCE         *
   *     Research Assistant, IUPUI        *
   *                                      *
   *  Professor: Dr. Lauren Christopher   *
   *     Created: March 13, 2017          *
   ****************************************


Inputs: 10
Inner Nets: 1
 - 9
Tests per train(min): 100
Particles: 50
Neighbors: 10
Minimum Particle Iterations: 1000
Particle (0):: Fit: 50.3602	PB: 50.3602	LB: 50.3602	GB: 50.3602	Conf: 2	Pts: 110099
Particle (32):: Fit: 50.8009	PB: 50.8009	LB: 110.375	GB: 113.629	Conf: 0.549179	Pts: 55393
Particle (35):: Fit: 102.815	PB: 102.815	LB: 110.375	GB: 113.629	Conf: 1.98768	Pts: 55493
Particle (42):: Fit: 52.6516	PB: 52.6516	LB: 109.311	GB: 113.629	Conf: 2	Pts: 50293
Particle (43):: Fit: 52.6516	PB: 52.6516	LB: 111.739	GB: 113.629	Conf: 2	Pts: 50193
Particle (2):: Fit: 109.861	PB: 109.861	LB: 111.761	GB: 113.629	Conf: 1.98651	Pts: 65392
Particle (38):: Fit: 51.892	PB: 51.892	LB: 110.375	GB: 113.629	Conf: 2	Pts: 60192
Particle (0):: Fit: 52.6516	PB: 52.6516	LB: 111.739	GB: 113.629	Conf: 2	Pts: 110491
Particle (1):: Fit: 106.757	PB: 106.757	LB: 111.761	GB: 113.629	Conf: 1.98862	Pts: 110291
Particle (30):: Fit: 51.5106	PB: 51.5106	LB: 106.181	GB: 113.629	Conf: 2	Pts: 55391
Particle (33):: Fit: 107.516	PB: 107.516	LB: 110.375	GB: 113.629	Conf: 1.98219	Pts: 85291
Particle (47):: Fit: 50.7448	PB: 50.7448	LB: 111.739	GB: 113.629	Conf: 2	Pts: 50191
Particle (16):: Fit: 99.8065	PB: 99.8065	LB: 113.629	GB: 113.629	Conf: 1.68595	Pts: 60290
Particle (31):: Fit: 53.2511	PB: 53.2511	LB: 110.375	GB: 113.629	Conf: 0.518336	Pts: 60288
Particle (45):: Fit: 52.6516	PB: 52.6516	LB: 111.739	GB: 113.629	Conf: 2	Pts: 50290
Particle (4):: Fit: 52.6516	PB: 52.6516	LB: 111.761	GB: 113.629	Conf: 2	Pts: 65389
Particle (24):: Fit: 84.7513	PB: 84.7513	LB: 107.958	GB: 113.629	Conf: 1.58519	Pts: 60189
Particle (35):: Fit: 105.173	PB: 105.173	LB: 110.375	GB: 113.629	Conf: 1.98305	Pts: 55589
Particle (45):: Fit: 53.03	PB: 53.03	LB: 111.739	GB: 113.629	Conf: 2	Pts: 50389
Particle (8):: Fit: 52.6516	PB: 52.6516	LB: 111.761	GB: 113.629	Conf: 2	Pts: 65388
Particle (41):: Fit: 93.7651	PB: 93.7651	LB: 109.311	GB: 113.629	Conf: 0.946661	Pts: 50388
Particle (47):: Fit: 51.1282	PB: 51.1282	LB: 111.739	GB: 113.629	Conf: 2	Pts: 50288
Particle (25):: Fit: 50.7448	PB: 50.7448	LB: 107.958	GB: 113.629	Conf: 2	Pts: 55387
Particle (49):: Fit: 54.1594	PB: 54.1594	LB: 111.739	GB: 113.629	Conf: 2	Pts: 50287
Particle (27):: Fit: 53.5607	PB: 53.5607	LB: 106.181	GB: 113.629	Conf: 0.327108	Pts: 55584
Particle (39):: Fit: 53.6294	PB: 53.6294	LB: 110.375	GB: 113.629	Conf: 0.766645	Pts: 55285
Particle (7):: Fit: 52.343	PB: 52.343	LB: 111.761	GB: 113.629	Conf: 0.303828	Pts: 55383
Particle (9):: Fit: 112.177	PB: 112.177	LB: 112.177	GB: 113.629	Conf: 1.89635	Pts: 85385
Particle (20):: Fit: 105.181	PB: 105.181	LB: 107.958	GB: 113.629	Conf: 1.98524	Pts: 70285
Particle (3):: Fit: 51.892	PB: 51.892	LB: 111.761	GB: 113.629	Conf: 2	Pts: 55484
Particle (23):: Fit: 51.5106	PB: 51.5106	LB: 107.958	GB: 113.629	Conf: 2	Pts: 55284
Particle (24):: Fit: 108.08	PB: 108.08	LB: 108.08	GB: 113.629	Conf: 1.16654	Pts: 105284
Particle (40):: Fit: 112.883	PB: 112.883	LB: 112.883	GB: 113.629	Conf: 1.88591	Pts: 170384
Particle (18):: Fit: 52.6516	PB: 52.6516	LB: 113.629	GB: 113.629	Conf: 2	Pts: 60383
Particle (25):: Fit: 51.1282	PB: 51.1282	LB: 108.08	GB: 113.629	Conf: 2	Pts: 55483
Particle (21):: Fit: 109.079	PB: 109.079	LB: 109.079	GB: 113.629	Conf: 1.98416	Pts: 115482
Particle (35):: Fit: 106.749	PB: 106.749	LB: 112.883	GB: 113.629	Conf: 1.98508	Pts: 55682
Particle (1):: Fit: 109.828	PB: 109.828	LB: 111.761	GB: 113.629	Conf: 1.98002	Pts: 110381
Particle (29):: Fit: 106.394	PB: 106.394	LB: 107.516	GB: 113.629	Conf: 1.95989	Pts: 160381
Particle (41):: Fit: 96.0988	PB: 96.0988	LB: 112.883	GB: 113.629	Conf: 1.26501	Pts: 50481
Particle (10):: Fit: 112.295	PB: 112.295	LB: 113.629	GB: 113.629	Conf: 1.77629	Pts: 135380
Particle (15):: Fit: 114.135	PB: 114.135	LB: 114.135	GB: 114.135	Conf: 1.71546	Pts: 230280
Particle (47):: Fit: 52.2723	PB: 52.2723	LB: 111.739	GB: 114.135	Conf: 2	Pts: 50380
Global: 114.135 - Correct: 50% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.316
  -- 1 : 2 = 0.9411
  -- 1 : 3 = 0.5819
  -- 1 : 4 = 0.1903
  -- 1 : 5 = 0.0063
  -- 1 : 6 = 0.5898
  -- 1 : 7 = 0.6871
  -- 1 : 8 = 0.6634
  -- 1 : 9 = 0.3936
  -- 2 : 1 = 0.24
  -- 2 : 2 = 0.5246
  -- 2 : 3 = 0.204
  -- 2 : 4 = 0.5289
  -- 2 : 5 = 0.8744
  -- 2 : 6 = 0.1173
  -- 2 : 7 = 0.2987
  -- 2 : 8 = 0.8007
  -- 2 : 9 = 0.36
  -- 3 : 1 = 0.6218
  -- 3 : 2 = 0.2476
  -- 3 : 3 = 0.8695
  -- 3 : 4 = 0.0703
  -- 3 : 5 = 0.1681
  -- 3 : 6 = 0.8216
  -- 3 : 7 = 0.3451
  -- 3 : 8 = 0.4157
  -- 3 : 9 = 0.8724
  -- 4 : 1 = 0.9753
  -- 4 : 2 = 0.6032
  -- 4 : 3 = 0.3128
  -- 4 : 4 = 0.217
  -- 4 : 5 = 0.4978
  -- 4 : 6 = 0.035
  -- 4 : 7 = 0.1828
  -- 4 : 8 = 0.0855
  -- 4 : 9 = 0.6591
  -- 5 : 1 = 0.7087
  -- 5 : 2 = 0.0834
  -- 5 : 3 = 0.7541
  -- 5 : 4 = 0.75
  -- 5 : 5 = 0.8164
  -- 5 : 6 = 0.626
  -- 5 : 7 = 0.6352
  -- 5 : 8 = 0.2629
  -- 5 : 9 = 0.2676
  -- 6 : 1 = 0.2639
  -- 6 : 2 = 0.46
  -- 6 : 3 = 0.307
  -- 6 : 4 = 0.127
  -- 6 : 5 = 0.5602
  -- 6 : 6 = 0.3091
  -- 6 : 7 = 0.6036
  -- 6 : 8 = 0.6578
  -- 6 : 9 = 0.511
  -- 7 : 1 = 0.949
  -- 7 : 2 = 0.762
  -- 7 : 3 = 0.6675
  -- 7 : 4 = 0.2743
  -- 7 : 5 = 0.7749
  -- 7 : 6 = 0.0298
  -- 7 : 7 = 0.7951
  -- 7 : 8 = 0.7459
  -- 7 : 9 = 0.6657
  -- 8 : 1 = 0.6476
  -- 8 : 2 = 0.0058
  -- 8 : 3 = 0.0112
  -- 8 : 4 = 0.248
  -- 8 : 5 = 0.5096
  -- 8 : 6 = 0.5927
  -- 8 : 7 = 0.5618
  -- 8 : 8 = 0.1705
  -- 8 : 9 = 0.8139
  -- 9 : 1 = 0.8913
  -- 9 : 2 = 0.9645
  -- 9 : 3 = 0.885
  -- 9 : 4 = 0.1284
  -- 9 : 5 = 0.5753
  -- 9 : 6 = 0.3192
  -- 9 : 7 = 0.3028
  -- 9 : 8 = 0.2153
  -- 9 : 9 = 0.1697
  -- 10 : 1 = 0.7475
  -- 10 : 2 = 0.3326
  -- 10 : 3 = 0.996
  -- 10 : 4 = 0.4345
  -- 10 : 5 = 0.2026
  -- 10 : 6 = 0.222
  -- 10 : 7 = 0.2144
  -- 10 : 8 = 0.5319
  -- 10 : 9 = 0.6554
  Inner Net 2
  -- 1 : 1 = -0.148018
  -- 1 : 2 = -0.348868
  -- 2 : 1 = -0.104254
  -- 2 : 2 = 0.0822814
  -- 3 : 1 = 0.0134368
  -- 3 : 2 = 0.394321
  -- 4 : 1 = 0.345806
  -- 4 : 2 = -0.172066
  -- 5 : 1 = 0.684541
  -- 5 : 2 = 0.152034
  -- 6 : 1 = 0.167947
  -- 6 : 2 = 0.0843877
  -- 7 : 1 = -0.347107
  -- 7 : 2 = 0.0210096
  -- 8 : 1 = -0.159103
  -- 8 : 2 = -0.0337173
  -- 9 : 1 = -0.304812
  -- 9 : 2 = -0.375055
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (26):: Fit: 51.1282	PB: 51.1282	LB: 108.08	GB: 114.135	Conf: 2	Pts: 60379
Particle (42):: Fit: 106.757	PB: 106.757	LB: 112.883	GB: 114.135	Conf: 1.9889	Pts: 50379
Particle (2):: Fit: 118.715	PB: 118.715	LB: 118.715	GB: 118.715	Conf: 1.97697	Pts: 125478
Particle (8):: Fit: 53.03	PB: 53.03	LB: 112.295	GB: 118.715	Conf: 2	Pts: 65478
Particle (23):: Fit: 52.2723	PB: 52.2723	LB: 109.079	GB: 118.715	Conf: 2	Pts: 55378
Particle (32):: Fit: 51.6126	PB: 51.6126	LB: 110.375	GB: 118.715	Conf: 0.467735	Pts: 55476
Particle (46):: Fit: 51.1205	PB: 51.1205	LB: 111.739	GB: 118.715	Conf: 1.98616	Pts: 50178
Global: 118.715 - Correct: 40% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.2432
  -- 1 : 2 = 0.4001
  -- 1 : 3 = 0.2706
  -- 1 : 4 = 0.6897
  -- 1 : 5 = 0.4317
  -- 1 : 6 = 0.5106
  -- 1 : 7 = 0.1976
  -- 1 : 8 = 0.4884
  -- 1 : 9 = 0.9817
  -- 2 : 1 = 0.2723
  -- 2 : 2 = 0.7865
  -- 2 : 3 = 0.3547
  -- 2 : 4 = 0.8904
  -- 2 : 5 = 0.4999
  -- 2 : 6 = 0.4456
  -- 2 : 7 = 0.1434
  -- 2 : 8 = 0.4656
  -- 2 : 9 = 0.1054
  -- 3 : 1 = 0.8934
  -- 3 : 2 = 0.0196
  -- 3 : 3 = 0.185
  -- 3 : 4 = 0.161
  -- 3 : 5 = 0.4817
  -- 3 : 6 = 0.8795
  -- 3 : 7 = 0.8028
  -- 3 : 8 = 0.5438
  -- 3 : 9 = 0.2283
  -- 4 : 1 = 0.1723
  -- 4 : 2 = 0.2725
  -- 4 : 3 = 0.8072
  -- 4 : 4 = 0.3325
  -- 4 : 5 = 0.7624
  -- 4 : 6 = 0.1448
  -- 4 : 7 = 0.9968
  -- 4 : 8 = 0.3723
  -- 4 : 9 = 0.1316
  -- 5 : 1 = 0.2413
  -- 5 : 2 = 0.0385
  -- 5 : 3 = 0.5289
  -- 5 : 4 = 0.839
  -- 5 : 5 = 0.8772
  -- 5 : 6 = 0.4344
  -- 5 : 7 = 0.5902
  -- 5 : 8 = 0.2584
  -- 5 : 9 = 0.526
  -- 6 : 1 = 0.8939
  -- 6 : 2 = 0.124
  -- 6 : 3 = 0.5759
  -- 6 : 4 = 0.8755
  -- 6 : 5 = 0.5741
  -- 6 : 6 = 0.6353
  -- 6 : 7 = 0.4512
  -- 6 : 8 = 0.0174
  -- 6 : 9 = 0.7071
  -- 7 : 1 = 0.7136
  -- 7 : 2 = 0.5377
  -- 7 : 3 = 0.3003
  -- 7 : 4 = 0.2184
  -- 7 : 5 = 0.2003
  -- 7 : 6 = 0.8382
  -- 7 : 7 = 0.2213
  -- 7 : 8 = 0.0775
  -- 7 : 9 = 0.8268
  -- 8 : 1 = 0.3054
  -- 8 : 2 = 0.164
  -- 8 : 3 = 0.7704
  -- 8 : 4 = 0.8633
  -- 8 : 5 = 0.4309
  -- 8 : 6 = 0.2326
  -- 8 : 7 = 0.9302
  -- 8 : 8 = 0.0425
  -- 8 : 9 = 0.8666
  -- 9 : 1 = 0.561
  -- 9 : 2 = 0.1585
  -- 9 : 3 = 0.0363
  -- 9 : 4 = 0.9116
  -- 9 : 5 = 0.329
  -- 9 : 6 = 0.368
  -- 9 : 7 = 0.9225
  -- 9 : 8 = 0.9696
  -- 9 : 9 = 0.4994
  -- 10 : 1 = 0.34
  -- 10 : 2 = 0.5606
  -- 10 : 3 = 0.2142
  -- 10 : 4 = 0.2111
  -- 10 : 5 = 0.3805
  -- 10 : 6 = 0.6707
  -- 10 : 7 = 0.1006
  -- 10 : 8 = 0.2281
  -- 10 : 9 = 0.9384
  Inner Net 2
  -- 1 : 1 = 0.160689
  -- 1 : 2 = -0.0995954
  -- 2 : 1 = 0.456598
  -- 2 : 2 = -0.0692259
  -- 3 : 1 = -0.990845
  -- 3 : 2 = 0.436468
  -- 4 : 1 = 0.0691472
  -- 4 : 2 = 0.104455
  -- 5 : 1 = 0.168989
  -- 5 : 2 = -0.149143
  -- 6 : 1 = -0.317591
  -- 6 : 2 = 0.176858
  -- 7 : 1 = -0.0217443
  -- 7 : 2 = 0.115421
  -- 8 : 1 = -0.0154703
  -- 8 : 2 = -0.0933311
  -- 9 : 1 = -0.82176
  -- 9 : 2 = -0.160893
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (26):: Fit: 51.5106	PB: 51.5106	LB: 108.08	GB: 118.715	Conf: 2	Pts: 60477
Particle (35):: Fit: 109.069	PB: 109.069	LB: 112.883	GB: 118.715	Conf: 1.98214	Pts: 60777
Particle (37):: Fit: 52.4233	PB: 52.4233	LB: 112.883	GB: 118.715	Conf: 0.456312	Pts: 55370
Particle (38):: Fit: 56.7641	PB: 56.7641	LB: 112.883	GB: 118.715	Conf: 2	Pts: 60277
Particle (32):: Fit: 51.8118	PB: 51.8118	LB: 110.375	GB: 118.715	Conf: 0.173695	Pts: 55574
Particle (11):: Fit: 109.076	PB: 109.076	LB: 114.135	GB: 118.715	Conf: 1.98352	Pts: 55275
Particle (46):: Fit: 51.892	PB: 51.892	LB: 111.739	GB: 118.715	Conf: 2	Pts: 50275
Particle (26):: Fit: 53.7838	PB: 53.7838	LB: 108.08	GB: 118.715	Conf: 2	Pts: 60574
Particle (37):: Fit: 52.8203	PB: 52.8203	LB: 112.883	GB: 118.715	Conf: 0.728036	Pts: 55465
Particle (41):: Fit: 97.967	PB: 97.967	LB: 112.883	GB: 118.715	Conf: 1.43097	Pts: 50573
Particle (15):: Fit: 115.981	PB: 115.981	LB: 115.981	GB: 118.715	Conf: 1.72141	Pts: 280372
Particle (28):: Fit: 110.205	PB: 110.205	LB: 110.205	GB: 118.715	Conf: 1.96825	Pts: 150272
Particle (36):: Fit: 113.813	PB: 113.813	LB: 113.813	GB: 118.715	Conf: 1.90945	Pts: 160272
Particle (9):: Fit: 113.243	PB: 113.243	LB: 113.243	GB: 118.715	Conf: 1.90218	Pts: 100470
Particle (12):: Fit: 111.165	PB: 111.165	LB: 115.981	GB: 118.715	Conf: 1.23762	Pts: 110169
Particle (22):: Fit: 93.2965	PB: 93.2965	LB: 109.079	GB: 118.715	Conf: 1.00427	Pts: 125469
Particle (23):: Fit: 53.7838	PB: 53.7838	LB: 110.205	GB: 118.715	Conf: 2	Pts: 55468
Particle (13):: Fit: 56.7641	PB: 56.7641	LB: 115.981	GB: 118.715	Conf: 2	Pts: 55567
Particle (14):: Fit: 119.434	PB: 119.434	LB: 119.434	GB: 119.434	Conf: 1.96593	Pts: 170267
Global: 119.434 - Correct: 39% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.1489
  -- 1 : 2 = 0.2143
  -- 1 : 3 = 0.8615
  -- 1 : 4 = 0.7028
  -- 1 : 5 = 0.8669
  -- 1 : 6 = 0.9462
  -- 1 : 7 = 0.512
  -- 1 : 8 = 0.1473
  -- 1 : 9 = 0.5245
  -- 2 : 1 = 0.3822
  -- 2 : 2 = 0.6429
  -- 2 : 3 = 0.1016
  -- 2 : 4 = 0.3522
  -- 2 : 5 = 0.7141
  -- 2 : 6 = 0.1767
  -- 2 : 7 = 0.5597
  -- 2 : 8 = 0.2574
  -- 2 : 9 = 0.6629
  -- 3 : 1 = 0.965
  -- 3 : 2 = 0.9906
  -- 3 : 3 = 0.0776
  -- 3 : 4 = 0.2533
  -- 3 : 5 = 0.9762
  -- 3 : 6 = 0.6765
  -- 3 : 7 = 0.1506
  -- 3 : 8 = 0.5588
  -- 3 : 9 = 0.7086
  -- 4 : 1 = 0.945
  -- 4 : 2 = 0.5577
  -- 4 : 3 = 0.4873
  -- 4 : 4 = 0.3269
  -- 4 : 5 = 0.6605
  -- 4 : 6 = 0.9292
  -- 4 : 7 = 0.0692
  -- 4 : 8 = 0.1214
  -- 4 : 9 = 0.4875
  -- 5 : 1 = 0.3649
  -- 5 : 2 = 0.8121
  -- 5 : 3 = 0.8964
  -- 5 : 4 = 0.3514
  -- 5 : 5 = 0.0981
  -- 5 : 6 = 0.5183
  -- 5 : 7 = 0.4386
  -- 5 : 8 = 0.9494
  -- 5 : 9 = 0.2883
  -- 6 : 1 = 0.0852
  -- 6 : 2 = 0.3963
  -- 6 : 3 = 0.2917
  -- 6 : 4 = 0.7846
  -- 6 : 5 = 0.2403
  -- 6 : 6 = 0.1677
  -- 6 : 7 = 0.0621
  -- 6 : 8 = 0.6466
  -- 6 : 9 = 0.0056
  -- 7 : 1 = 0.0199
  -- 7 : 2 = 0.5636
  -- 7 : 3 = 0.6928
  -- 7 : 4 = 0.9507
  -- 7 : 5 = 0.3593
  -- 7 : 6 = 0.8072
  -- 7 : 7 = 0.9896
  -- 7 : 8 = 0.7532
  -- 7 : 9 = 0.6074
  -- 8 : 1 = 0.5265
  -- 8 : 2 = 0.4884
  -- 8 : 3 = 0.0806
  -- 8 : 4 = 0.4336
  -- 8 : 5 = 0.1044
  -- 8 : 6 = 0.8914
  -- 8 : 7 = 0.1878
  -- 8 : 8 = 0.2427
  -- 8 : 9 = 0.7497
  -- 9 : 1 = 0.2331
  -- 9 : 2 = 0.8598
  -- 9 : 3 = 0.8867
  -- 9 : 4 = 0.4799
  -- 9 : 5 = 0.3634
  -- 9 : 6 = 0.2005
  -- 9 : 7 = 0.6212
  -- 9 : 8 = 0.123
  -- 9 : 9 = 0.5439
  -- 10 : 1 = 0.7474
  -- 10 : 2 = 0.5975
  -- 10 : 3 = 0.5741
  -- 10 : 4 = 0.19
  -- 10 : 5 = 0.5625
  -- 10 : 6 = 0.6355
  -- 10 : 7 = 0.0549
  -- 10 : 8 = 0.7839
  -- 10 : 9 = 0.6108
  Inner Net 2
  -- 1 : 1 = -0.304245
  -- 1 : 2 = 0.137994
  -- 2 : 1 = 0.215818
  -- 2 : 2 = -0.0352615
  -- 3 : 1 = -0.795228
  -- 3 : 2 = -0.211623
  -- 4 : 1 = 0.145348
  -- 4 : 2 = 0.192769
  -- 5 : 1 = -0.0284466
  -- 5 : 2 = -0.0207766
  -- 6 : 1 = 0.122274
  -- 6 : 2 = 0.188147
  -- 7 : 1 = 0.275888
  -- 7 : 2 = -0.194109
  -- 8 : 1 = -0.0432838
  -- 8 : 2 = 0.00397378
  -- 9 : 1 = -0.0774024
  -- 9 : 2 = -0.483048
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (21):: Fit: 111.252	PB: 111.252	LB: 111.252	GB: 119.434	Conf: 1.96407	Pts: 145565
Particle (35):: Fit: 109.863	PB: 109.863	LB: 113.813	GB: 119.434	Conf: 1.9876	Pts: 60865
Particle (40):: Fit: 114.099	PB: 114.099	LB: 114.099	GB: 119.434	Conf: 1.96959	Pts: 220465
Particle (25):: Fit: 53.03	PB: 53.03	LB: 111.252	GB: 119.434	Conf: 2	Pts: 55561
Particle (30):: Fit: 51.892	PB: 51.892	LB: 110.205	GB: 119.434	Conf: 2	Pts: 55461
Particle (3):: Fit: 52.6516	PB: 52.6516	LB: 118.715	GB: 119.434	Conf: 2	Pts: 55560
Particle (6):: Fit: 112.166	PB: 112.166	LB: 118.715	GB: 119.434	Conf: 1.98586	Pts: 115260
Particle (7):: Fit: 52.4876	PB: 52.4876	LB: 113.243	GB: 119.434	Conf: 0.104682	Pts: 55453
Particle (26):: Fit: 102.998	PB: 102.998	LB: 110.205	GB: 119.434	Conf: 1.97129	Pts: 60660
Particle (32):: Fit: 52.4333	PB: 52.4333	LB: 113.813	GB: 119.434	Conf: 0.641072	Pts: 55654
Particle (27):: Fit: 53.9168	PB: 53.9168	LB: 110.205	GB: 119.434	Conf: 0.936252	Pts: 55653
Particle (43):: Fit: 53.7838	PB: 53.7838	LB: 114.099	GB: 119.434	Conf: 2	Pts: 50258
Particle (21):: Fit: 113.675	PB: 113.675	LB: 113.675	GB: 119.434	Conf: 1.98202	Pts: 175657
Particle (4):: Fit: 53.4074	PB: 53.4074	LB: 118.715	GB: 119.434	Conf: 2	Pts: 65456
Particle (46):: Fit: 96.4466	PB: 96.4466	LB: 111.739	GB: 119.434	Conf: 1.96264	Pts: 50356
Particle (37):: Fit: 52.8336	PB: 52.8336	LB: 114.099	GB: 119.434	Conf: 0.688818	Pts: 55545
Particle (45):: Fit: 53.4074	PB: 53.4074	LB: 111.739	GB: 119.434	Conf: 2	Pts: 50455
Particle (16):: Fit: 102.911	PB: 102.911	LB: 119.434	GB: 119.434	Conf: 1.63943	Pts: 60354
Particle (17):: Fit: 107.887	PB: 107.887	LB: 119.434	GB: 119.434	Conf: 1.93198	Pts: 65352
Particle (30):: Fit: 52.2723	PB: 52.2723	LB: 110.205	GB: 119.434	Conf: 2	Pts: 55552
Particle (7):: Fit: 52.84	PB: 52.84	LB: 113.243	GB: 119.434	Conf: 0.497091	Pts: 55543
Particle (0):: Fit: 53.7838	PB: 53.7838	LB: 118.715	GB: 119.434	Conf: 2	Pts: 110548
Particle (18):: Fit: 53.4074	PB: 53.4074	LB: 119.434	GB: 119.434	Conf: 2	Pts: 60448
Particle (32):: Fit: 53.0833	PB: 53.0833	LB: 113.813	GB: 119.434	Conf: 0.934074	Pts: 55739
Particle (36):: Fit: 116.057	PB: 116.057	LB: 116.057	GB: 119.434	Conf: 1.84799	Pts: 210347
Particle (40):: Fit: 114.602	PB: 114.602	LB: 116.057	GB: 119.434	Conf: 1.93224	Pts: 240546
Particle (34):: Fit: 55.2807	PB: 55.2807	LB: 116.057	GB: 119.434	Conf: 2	Pts: 100143
Particle (41):: Fit: 103.224	PB: 103.224	LB: 114.602	GB: 119.434	Conf: 1.44184	Pts: 50642
Particle (48):: Fit: 112.938	PB: 112.938	LB: 118.715	GB: 119.434	Conf: 1.98939	Pts: 120142
Particle (32):: Fit: 54.1978	PB: 54.1978	LB: 116.057	GB: 119.434	Conf: 0.014373	Pts: 55833
Particle (43):: Fit: 100.421	PB: 100.421	LB: 114.602	GB: 119.434	Conf: 1.99	Pts: 50340
Particle (8):: Fit: 54.1594	PB: 54.1594	LB: 113.243	GB: 119.434	Conf: 2	Pts: 65538
Particle (26):: Fit: 105.97	PB: 105.97	LB: 110.205	GB: 119.434	Conf: 1.98632	Pts: 60738
Particle (9):: Fit: 114.522	PB: 114.522	LB: 119.434	GB: 119.434	Conf: 1.8706	Pts: 110533
Particle (7):: Fit: 55.3012	PB: 55.3012	LB: 114.522	GB: 119.434	Conf: 0.638815	Pts: 55621
Particle (28):: Fit: 114.891	PB: 114.891	LB: 114.891	GB: 119.434	Conf: 1.97969	Pts: 190331
Particle (15):: Fit: 117.211	PB: 117.211	LB: 119.434	GB: 119.434	Conf: 1.85348	Pts: 285429
Particle (37):: Fit: 53.5081	PB: 53.5081	LB: 116.057	GB: 119.434	Conf: 0.953476	Pts: 55612
Particle (43):: Fit: 109.088	PB: 109.088	LB: 114.602	GB: 119.434	Conf: 1.98667	Pts: 50429
Particle (4):: Fit: 53.7838	PB: 53.7838	LB: 118.715	GB: 119.434	Conf: 2	Pts: 65527
Particle (22):: Fit: 110.106	PB: 110.106	LB: 113.675	GB: 119.434	Conf: 0.96967	Pts: 125526
Particle (39):: Fit: 53.9932	PB: 53.9932	LB: 116.057	GB: 119.434	Conf: 0.0874181	Pts: 55315
Particle (6):: Fit: 115.22	PB: 115.22	LB: 118.715	GB: 119.434	Conf: 1.98866	Pts: 125325
Particle (21):: Fit: 114.578	PB: 114.578	LB: 114.578	GB: 119.434	Conf: 1.88947	Pts: 190721
Particle (36):: Fit: 116.381	PB: 116.381	LB: 116.381	GB: 119.434	Conf: 1.86991	Pts: 260420
Particle (47):: Fit: 53.4074	PB: 53.4074	LB: 118.715	GB: 119.434	Conf: 2	Pts: 50418
Particle (46):: Fit: 106.752	PB: 106.752	LB: 112.938	GB: 119.434	Conf: 1.986	Pts: 50417
Particle (11):: Fit: 115.22	PB: 115.22	LB: 119.434	GB: 119.434	Conf: 1.98886	Pts: 65312
Particle (3):: Fit: 53.7838	PB: 53.7838	LB: 118.715	GB: 119.434	Conf: 2	Pts: 55610
Particle (37):: Fit: 53.6049	PB: 53.6049	LB: 116.381	GB: 119.434	Conf: 0.812143	Pts: 55685
Particle (12):: Fit: 111.204	PB: 111.204	LB: 119.434	GB: 119.434	Conf: 1.40757	Pts: 110202
Particle (40):: Fit: 116.851	PB: 116.851	LB: 116.851	GB: 119.434	Conf: 1.88549	Pts: 290602
Particle (44):: Fit: 54.9078	PB: 54.9078	LB: 116.851	GB: 119.434	Conf: 2	Pts: 70100
Particle (45):: Fit: 55.2807	PB: 55.2807	LB: 112.938	GB: 119.434	Conf: 2	Pts: 50500
Particle (1):: Fit: 111.362	PB: 111.362	LB: 118.715	GB: 119.434	Conf: 0.466471	Pts: 110398
Particle (19):: Fit: 110.352	PB: 110.352	LB: 117.211	GB: 119.434	Conf: 0.685823	Pts: 65198
Particle (23):: Fit: 54.6695	PB: 54.6695	LB: 114.891	GB: 119.434	Conf: 0.126581	Pts: 55498
Particle (27):: Fit: 76.1426	PB: 76.1426	LB: 114.891	GB: 119.434	Conf: 0.670586	Pts: 55683
Particle (34):: Fit: 55.754	PB: 55.754	LB: 116.381	GB: 119.434	Conf: 0.34884	Pts: 100198
Particle (39):: Fit: 72.4957	PB: 72.4957	LB: 116.851	GB: 119.434	Conf: 0.531053	Pts: 55383
Particle (47):: Fit: 82.8918	PB: 82.8918	LB: 118.715	GB: 119.434	Conf: 0.419155	Pts: 50498
Particle (5):: Fit: 58.4808	PB: 58.4808	LB: 118.715	GB: 119.434	Conf: 0.552831	Pts: 55397
