
Date / Time: Fri Mar 31 01:54:59 2017

   ****************************************
   * PSO Neural Net (Gaussian Activation) *
   *       by William Boler, BSCE         *
   *     Research Assistant, IUPUI        *
   *                                      *
   *  Professor: Dr. Lauren Christopher   *
   *     Created: March 13, 2017          *
   ****************************************


Inputs: 10
Inner Nets: 1
 - 9
Tests per train(min): 100
Particles: 50
Neighbors: 10
Minimum Particle Iterations: 1000
Particle (0):: Fit: 110.444	PB: 110.444	LB: 110.444	GB: 110.444	Conf: 1.55115	Pts: 110099
Particle (22):: Fit: 113.325	PB: 113.325	LB: 1241.31	GB: 1393.1	Conf: 1.63289	Pts: 55491
Particle (23):: Fit: 109.624	PB: 109.624	LB: 1241.31	GB: 1393.1	Conf: 1.9683	Pts: 60491
Particle (30):: Fit: 121.813	PB: 121.813	LB: 1359.92	GB: 1393.1	Conf: 2	Pts: 60491
Particle (33):: Fit: 123.844	PB: 123.844	LB: 1359.92	GB: 1393.1	Conf: 2	Pts: 55291
Particle (38):: Fit: 133.997	PB: 133.997	LB: 1241.04	GB: 1393.1	Conf: 2	Pts: 105291
Particle (44):: Fit: 123.844	PB: 123.844	LB: 1393.1	GB: 1393.1	Conf: 2	Pts: 50391
Particle (4):: Fit: 125.875	PB: 125.875	LB: 1291.71	GB: 1393.1	Conf: 2	Pts: 110190
Particle (22):: Fit: 117.559	PB: 117.559	LB: 1241.31	GB: 1393.1	Conf: 1.54092	Pts: 55590
Particle (35):: Fit: 1234.48	PB: 1234.48	LB: 1241.04	GB: 1393.1	Conf: 1.49002	Pts: 65290
Particle (36):: Fit: 148.301	PB: 148.301	LB: 1241.04	GB: 1393.1	Conf: 1.2382	Pts: 55390
Particle (37):: Fit: 127.906	PB: 127.906	LB: 1241.04	GB: 1393.1	Conf: 2	Pts: 95290
Particle (47):: Fit: 119.782	PB: 119.782	LB: 1393.1	GB: 1393.1	Conf: 2	Pts: 50290
Particle (0):: Fit: 1340.36	PB: 1340.36	LB: 1393.1	GB: 1393.1	Conf: 1.56721	Pts: 210389
Particle (18):: Fit: 127.906	PB: 127.906	LB: 1241.31	GB: 1393.1	Conf: 2	Pts: 65389
Particle (23):: Fit: 119.788	PB: 119.788	LB: 1241.31	GB: 1393.1	Conf: 1.96824	Pts: 60589
Particle (30):: Fit: 123.844	PB: 123.844	LB: 1359.92	GB: 1393.1	Conf: 2	Pts: 60589
Particle (31):: Fit: 121.844	PB: 121.844	LB: 1359.92	GB: 1393.1	Conf: 1.80568	Pts: 65389
Particle (48):: Fit: 121.976	PB: 121.976	LB: 1393.1	GB: 1393.1	Conf: 1.87039	Pts: 50189
Particle (30):: Fit: 127.906	PB: 127.906	LB: 1359.92	GB: 1393.1	Conf: 2	Pts: 60688
Particle (32):: Fit: 123.844	PB: 123.844	LB: 1359.92	GB: 1393.1	Conf: 2	Pts: 70388
Particle (44):: Fit: 123.848	PB: 123.848	LB: 1393.1	GB: 1393.1	Conf: 1.98614	Pts: 50488
Particle (22):: Fit: 1183.36	PB: 1183.36	LB: 1241.31	GB: 1393.1	Conf: 1.75902	Pts: 55687
Particle (24):: Fit: 119.793	PB: 119.793	LB: 1359.92	GB: 1393.1	Conf: 1.95974	Pts: 65287
Particle (20):: Fit: 1135.07	PB: 1135.07	LB: 1241.31	GB: 1393.1	Conf: 1.69486	Pts: 55585
Particle (29):: Fit: 1521.09	PB: 1521.09	LB: 1521.09	GB: 1521.09	Conf: 1.19804	Pts: 215485
Particle (33):: Fit: 125.875	PB: 125.875	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 55385
Particle (47):: Fit: 121.813	PB: 121.813	LB: 1393.1	GB: 1521.09	Conf: 2	Pts: 50385
Global: 1521.09 - Correct: 45% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.306
  -- 1 : 2 = 0.2682
  -- 1 : 3 = 0.879
  -- 1 : 4 = 0.1864
  -- 1 : 5 = 0.9716
  -- 1 : 6 = 0.9051
  -- 1 : 7 = 0.1957
  -- 1 : 8 = 0.2599
  -- 1 : 9 = 0.1171
  -- 2 : 1 = 0.3722
  -- 2 : 2 = 0.221
  -- 2 : 3 = 0.616
  -- 2 : 4 = 0.4916
  -- 2 : 5 = 0.8993
  -- 2 : 6 = 0.5632
  -- 2 : 7 = 0.0685
  -- 2 : 8 = 0.7337
  -- 2 : 9 = 0.9863
  -- 3 : 1 = 0.6843
  -- 3 : 2 = 0.9223
  -- 3 : 3 = 0.7084
  -- 3 : 4 = 0.0626
  -- 3 : 5 = 0.1393
  -- 3 : 6 = 0.3446
  -- 3 : 7 = 0.6094
  -- 3 : 8 = 0.2044
  -- 3 : 9 = 0.472
  -- 4 : 1 = 0.2555
  -- 4 : 2 = 0.7839
  -- 4 : 3 = 0.964
  -- 4 : 4 = 0.1602
  -- 4 : 5 = 0.6098
  -- 4 : 6 = 0.9341
  -- 4 : 7 = 0.0039
  -- 4 : 8 = 0.9927
  -- 4 : 9 = 0.3058
  -- 5 : 1 = 0.7776
  -- 5 : 2 = 0.4198
  -- 5 : 3 = 0.8081
  -- 5 : 4 = 0.2567
  -- 5 : 5 = 0.4805
  -- 5 : 6 = 0.6171
  -- 5 : 7 = 0.9158
  -- 5 : 8 = 0.5362
  -- 5 : 9 = 0.7321
  -- 6 : 1 = 0.3456
  -- 6 : 2 = 0.3761
  -- 6 : 3 = 0.4558
  -- 6 : 4 = 0.8201
  -- 6 : 5 = 0.1423
  -- 6 : 6 = 0.2138
  -- 6 : 7 = 0.9334
  -- 6 : 8 = 0.8056
  -- 6 : 9 = 0.0191
  -- 7 : 1 = 0.1415
  -- 7 : 2 = 0.5798
  -- 7 : 3 = 0.0961
  -- 7 : 4 = 0.0733
  -- 7 : 5 = 0.0371
  -- 7 : 6 = 0.168
  -- 7 : 7 = 0.5149
  -- 7 : 8 = 0.5374
  -- 7 : 9 = 0.1807
  -- 8 : 1 = 0.992
  -- 8 : 2 = 0.6742
  -- 8 : 3 = 0.2836
  -- 8 : 4 = 0.0214
  -- 8 : 5 = 0.3329
  -- 8 : 6 = 0.0717
  -- 8 : 7 = 0.1135
  -- 8 : 8 = 0.0613
  -- 8 : 9 = 0.1825
  -- 9 : 1 = 0.3962
  -- 9 : 2 = 0.4823
  -- 9 : 3 = 0.2586
  -- 9 : 4 = 0.9234
  -- 9 : 5 = 0.1682
  -- 9 : 6 = 0.5223
  -- 9 : 7 = 0.1995
  -- 9 : 8 = 0.1443
  -- 9 : 9 = 0.3885
  -- 10 : 1 = 0.2491
  -- 10 : 2 = 0.0395
  -- 10 : 3 = 0.5647
  -- 10 : 4 = 0.4712
  -- 10 : 5 = 0.939
  -- 10 : 6 = 0.0954
  -- 10 : 7 = 0.2212
  -- 10 : 8 = 0.1353
  -- 10 : 9 = 0.2477
  Inner Net 2
  -- 1 : 1 = -0.195602
  -- 1 : 2 = -0.195536
  -- 2 : 1 = -0.0535959
  -- 2 : 2 = -0.356557
  -- 3 : 1 = 0.43133
  -- 3 : 2 = 0.182352
  -- 4 : 1 = 0.569569
  -- 4 : 2 = 0.444999
  -- 5 : 1 = 0.765
  -- 5 : 2 = 0.257507
  -- 6 : 1 = 0.70737
  -- 6 : 2 = -0.392281
  -- 7 : 1 = 0.181896
  -- 7 : 2 = 0.078921
  -- 8 : 1 = 0.0322625
  -- 8 : 2 = 0.0698938
  -- 9 : 1 = -0.523028
  -- 9 : 2 = 0.0919655
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (23):: Fit: 1185.88	PB: 1185.88	LB: 1241.31	GB: 1521.09	Conf: 1.98773	Pts: 60684
Particle (43):: Fit: 1164.57	PB: 1164.57	LB: 1393.1	GB: 1521.09	Conf: 1.96346	Pts: 100184
Particle (46):: Fit: 1395.59	PB: 1395.59	LB: 1395.59	GB: 1521.09	Conf: 0.556067	Pts: 160280
Particle (2):: Fit: 122.193	PB: 122.193	LB: 1340.36	GB: 1521.09	Conf: 1.00086	Pts: 55278
Particle (11):: Fit: 130.053	PB: 130.053	LB: 130.053	GB: 1521.09	Conf: 0.87477	Pts: 125182
Particle (26):: Fit: 125.875	PB: 125.875	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 55183
Particle (25):: Fit: 125.875	PB: 125.875	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 70182
Particle (44):: Fit: 127.906	PB: 127.906	LB: 1395.59	GB: 1521.09	Conf: 2	Pts: 50582
Particle (49):: Fit: 119.808	PB: 119.808	LB: 1395.59	GB: 1521.09	Conf: 1.70419	Pts: 50382
Particle (1):: Fit: 123.844	PB: 123.844	LB: 1340.36	GB: 1521.09	Conf: 2	Pts: 110381
Particle (13):: Fit: 129.936	PB: 129.936	LB: 130.053	GB: 1521.09	Conf: 2	Pts: 110181
Particle (18):: Fit: 1165.54	PB: 1165.54	LB: 1241.31	GB: 1521.09	Conf: 1.98224	Pts: 70481
Particle (6):: Fit: 119.782	PB: 119.782	LB: 130.053	GB: 1521.09	Conf: 2	Pts: 60280
Particle (11):: Fit: 142.246	PB: 142.246	LB: 142.246	GB: 1521.09	Conf: 1.01748	Pts: 160279
Particle (12):: Fit: 133.997	PB: 133.997	LB: 142.246	GB: 1521.09	Conf: 2	Pts: 55280
Particle (44):: Fit: 129.936	PB: 129.936	LB: 1395.59	GB: 1521.09	Conf: 2	Pts: 50680
Particle (4):: Fit: 1185.87	PB: 1185.87	LB: 1340.36	GB: 1521.09	Conf: 1.98417	Pts: 130279
Particle (6):: Fit: 123.771	PB: 123.771	LB: 1185.87	GB: 1521.09	Conf: 1.98384	Pts: 60379
Particle (21):: Fit: 1290.94	PB: 1290.94	LB: 1290.94	GB: 1521.09	Conf: 1.90439	Pts: 100179
Particle (27):: Fit: 1288.18	PB: 1288.18	LB: 1521.09	GB: 1521.09	Conf: 1.9409	Pts: 95479
Particle (33):: Fit: 136.027	PB: 136.027	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 55479
Particle (35):: Fit: 1401.03	PB: 1401.03	LB: 1401.03	GB: 1521.09	Conf: 1.62329	Pts: 95378
Particle (37):: Fit: 129.936	PB: 129.936	LB: 1401.03	GB: 1521.09	Conf: 2	Pts: 95378
Particle (40):: Fit: 121.813	PB: 121.813	LB: 1241.04	GB: 1521.09	Conf: 2	Pts: 60378
Particle (0):: Fit: 1358.41	PB: 1358.41	LB: 1395.59	GB: 1521.09	Conf: 1.57568	Pts: 230477
Particle (49):: Fit: 1157.63	PB: 1157.63	LB: 1395.59	GB: 1521.09	Conf: 1.69615	Pts: 50477
Particle (10):: Fit: 1267.12	PB: 1267.12	LB: 1267.12	GB: 1521.09	Conf: 1.98203	Pts: 105376
Particle (20):: Fit: 1173.45	PB: 1173.45	LB: 1290.94	GB: 1521.09	Conf: 1.64618	Pts: 55676
Particle (49):: Fit: 1178.17	PB: 1178.17	LB: 1395.59	GB: 1521.09	Conf: 1.79353	Pts: 50576
Particle (2):: Fit: 1104.95	PB: 1104.95	LB: 1358.41	GB: 1521.09	Conf: 0.134875	Pts: 55367
Particle (5):: Fit: 130.005	PB: 130.005	LB: 1267.12	GB: 1521.09	Conf: 0.606765	Pts: 95274
Particle (1):: Fit: 125.875	PB: 125.875	LB: 1358.41	GB: 1521.09	Conf: 2	Pts: 110473
Particle (5):: Fit: 130.069	PB: 130.069	LB: 1267.12	GB: 1521.09	Conf: 0.683424	Pts: 95372
Particle (25):: Fit: 129.936	PB: 129.936	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 70272
Particle (22):: Fit: 1241.94	PB: 1241.94	LB: 1290.94	GB: 1521.09	Conf: 1.60149	Pts: 55771
Particle (43):: Fit: 1223.44	PB: 1223.44	LB: 1395.59	GB: 1521.09	Conf: 1.87738	Pts: 100271
Particle (1):: Fit: 129.936	PB: 129.936	LB: 1358.41	GB: 1521.09	Conf: 2	Pts: 110569
Particle (32):: Fit: 125.875	PB: 125.875	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 70469
Particle (43):: Fit: 1346.81	PB: 1346.81	LB: 1395.59	GB: 1521.09	Conf: 1.92511	Pts: 105368
Particle (9):: Fit: 121.813	PB: 121.813	LB: 1267.12	GB: 1521.09	Conf: 2	Pts: 65267
Particle (4):: Fit: 1208.89	PB: 1208.89	LB: 1358.41	GB: 1521.09	Conf: 1.96797	Pts: 130365
Particle (1):: Fit: 136.027	PB: 136.027	LB: 1358.41	GB: 1521.09	Conf: 2	Pts: 110662
Particle (19):: Fit: 1277.32	PB: 1277.32	LB: 1290.94	GB: 1521.09	Conf: 1.51012	Pts: 120162
Particle (32):: Fit: 133.997	PB: 133.997	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 70562
Particle (40):: Fit: 131.967	PB: 131.967	LB: 1346.81	GB: 1521.09	Conf: 2	Pts: 60462
Particle (6):: Fit: 123.844	PB: 123.844	LB: 1267.12	GB: 1521.09	Conf: 2	Pts: 60461
Particle (30):: Fit: 146.174	PB: 146.174	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 60761
Particle (31):: Fit: 125.774	PB: 125.774	LB: 1521.09	GB: 1521.09	Conf: 1.68734	Pts: 65460
Particle (24):: Fit: 123.851	PB: 123.851	LB: 1521.09	GB: 1521.09	Conf: 1.97095	Pts: 65360
Particle (26):: Fit: 127.906	PB: 127.906	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 55259
Particle (49):: Fit: 1279.21	PB: 1279.21	LB: 1395.59	GB: 1521.09	Conf: 1.66768	Pts: 50659
Particle (24):: Fit: 125.887	PB: 125.887	LB: 1521.09	GB: 1521.09	Conf: 1.93458	Pts: 65456
Particle (41):: Fit: 121.91	PB: 121.91	LB: 1395.59	GB: 1521.09	Conf: 1.06994	Pts: 70154
Particle (0):: Fit: 1379	PB: 1379	LB: 1395.59	GB: 1521.09	Conf: 1.62924	Pts: 250552
Particle (7):: Fit: 140.086	PB: 140.086	LB: 1267.12	GB: 1521.09	Conf: 2	Pts: 100352
Particle (5):: Fit: 142.288	PB: 142.288	LB: 1267.12	GB: 1521.09	Conf: 0.767564	Pts: 95443
Particle (6):: Fit: 140.089	PB: 140.089	LB: 1267.12	GB: 1521.09	Conf: 1.98168	Pts: 60551
Particle (39):: Fit: 1241.14	PB: 1241.14	LB: 1401.03	GB: 1521.09	Conf: 1.65792	Pts: 140351
Particle (21):: Fit: 1326.46	PB: 1326.46	LB: 1326.46	GB: 1521.09	Conf: 1.93901	Pts: 140250
Particle (46):: Fit: 1437.27	PB: 1437.27	LB: 1437.27	GB: 1521.09	Conf: 0.502433	Pts: 210344
Particle (8):: Fit: 134.532	PB: 134.532	LB: 1267.12	GB: 1521.09	Conf: 1.74317	Pts: 60345
Particle (18):: Fit: 1226.52	PB: 1226.52	LB: 1326.46	GB: 1521.09	Conf: 1.98671	Pts: 70546
Particle (45):: Fit: 1267.4	PB: 1267.4	LB: 1437.27	GB: 1521.09	Conf: 1.59611	Pts: 55345
Particle (47):: Fit: 123.844	PB: 123.844	LB: 1437.27	GB: 1521.09	Conf: 2	Pts: 50446
Particle (14):: Fit: 123.855	PB: 123.855	LB: 1277.32	GB: 1521.09	Conf: 1.83574	Pts: 55243
Particle (17):: Fit: 131.975	PB: 131.975	LB: 1326.46	GB: 1521.09	Conf: 1.97995	Pts: 60342
Particle (37):: Fit: 1226.51	PB: 1226.51	LB: 1401.03	GB: 1521.09	Conf: 1.98378	Pts: 95442
Particle (34):: Fit: 1145.24	PB: 1145.24	LB: 1401.03	GB: 1521.09	Conf: 1.9891	Pts: 55341
Particle (15):: Fit: 129.936	PB: 129.936	LB: 1277.32	GB: 1521.09	Conf: 2	Pts: 60339
Particle (8):: Fit: 1202.69	PB: 1202.69	LB: 1267.12	GB: 1521.09	Conf: 1.72363	Pts: 60434
Particle (0):: Fit: 1400.98	PB: 1400.98	LB: 1437.27	GB: 1521.09	Conf: 1.64617	Pts: 270634
Particle (26):: Fit: 129.936	PB: 129.936	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 55333
Particle (24):: Fit: 142.137	PB: 142.137	LB: 1521.09	GB: 1521.09	Conf: 1.94131	Pts: 65532
Particle (25):: Fit: 133.997	PB: 133.997	LB: 1521.09	GB: 1521.09	Conf: 2	Pts: 70332
Particle (46):: Fit: 1520.67	PB: 1520.67	LB: 1520.67	GB: 1521.09	Conf: 0.785999	Pts: 260426
Particle (5):: Fit: 1247.79	PB: 1247.79	LB: 1267.12	GB: 1521.09	Conf: 0.349166	Pts: 95517
Particle (48):: Fit: 129.97	PB: 129.97	LB: 1520.67	GB: 1521.09	Conf: 1.89842	Pts: 50229
Particle (9):: Fit: 123.844	PB: 123.844	LB: 1267.12	GB: 1521.09	Conf: 2	Pts: 65325
Particle (4):: Fit: 1287.42	PB: 1287.42	LB: 1400.98	GB: 1521.09	Conf: 1.98051	Pts: 150423
Particle (19):: Fit: 1323.25	PB: 1323.25	LB: 1326.46	GB: 1521.09	Conf: 1.68874	Pts: 130223
Particle (24):: Fit: 1104.55	PB: 1104.55	LB: 1521.09	GB: 1521.09	Conf: 1.98	Pts: 65623
Particle (42):: Fit: 123.957	PB: 123.957	LB: 1520.67	GB: 1521.09	Conf: 0.477937	Pts: 65211
Particle (39):: Fit: 1262.88	PB: 1262.88	LB: 1401.03	GB: 1521.09	Conf: 1.64085	Pts: 140421
Particle (49):: Fit: 1301.58	PB: 1301.58	LB: 1520.67	GB: 1521.09	Conf: 1.74568	Pts: 50721
Particle (42):: Fit: 125.992	PB: 125.992	LB: 1520.67	GB: 1521.09	Conf: 0.722044	Pts: 65284
Particle (1):: Fit: 1148.71	PB: 1148.71	LB: 1400.98	GB: 1521.09	Conf: 0.668319	Pts: 110698
Particle (25):: Fit: 1283.9	PB: 1283.9	LB: 1521.09	GB: 1521.09	Conf: 0.311865	Pts: 70398
Particle (1):: Fit: 1161.54	PB: 1161.54	LB: 1400.98	GB: 1521.09	Conf: 0.934519	Pts: 110797
Particle (9):: Fit: 1257.66	PB: 1257.66	LB: 1267.12	GB: 1521.09	Conf: 0.463839	Pts: 65397
Particle (12):: Fit: 1403.98	PB: 1403.98	LB: 1403.98	GB: 1521.09	Conf: 0.629402	Pts: 105297
Particle (17):: Fit: 1213.94	PB: 1213.94	LB: 1326.46	GB: 1521.09	Conf: 0.509854	Pts: 60397
Particle (23):: Fit: 1186.9	PB: 1186.9	LB: 1326.46	GB: 1521.09	Conf: 0.379919	Pts: 60697
Particle (38):: Fit: 1129.83	PB: 1129.83	LB: 1401.03	GB: 1521.09	Conf: 0.624225	Pts: 105296
Particle (1):: Fit: 1166.6	PB: 1166.6	LB: 1400.98	GB: 1521.09	Conf: 0.50777	Pts: 110896
Particle (30):: Fit: 1209.98	PB: 1209.98	LB: 1521.09	GB: 1521.09	Conf: 0.776413	Pts: 60796
Particle (49):: Fit: 1324.6	PB: 1324.6	LB: 1520.67	GB: 1521.09	Conf: 0.752238	Pts: 50796
Particle (3):: Fit: 1301.65	PB: 1301.65	LB: 1400.98	GB: 1521.09	Conf: 0.663883	Pts: 85395
Particle (24):: Fit: 1369.66	PB: 1369.66	LB: 1521.09	GB: 1521.09	Conf: 0.747402	Pts: 90695
Particle (28):: Fit: 1180.28	PB: 1180.28	LB: 1521.09	GB: 1521.09	Conf: 0.371481	Pts: 85082
Particle (44):: Fit: 1167.58	PB: 1167.58	LB: 1520.67	GB: 1521.09	Conf: 0.727627	Pts: 50695
Particle (49):: Fit: 1489.43	PB: 1489.43	LB: 1520.67	GB: 1521.09	Conf: 0.905121	Pts: 65895
Particle (18):: Fit: 1255.39	PB: 1255.39	LB: 1326.46	GB: 1521.09	Conf: 0.938439	Pts: 70593
Particle (31):: Fit: 1114.84	PB: 1114.84	LB: 1521.09	GB: 1521.09	Conf: 0.532933	Pts: 65491
Particle (2):: Fit: 1148.46	PB: 1148.46	LB: 1489.43	GB: 1521.09	Conf: 0.518001	Pts: 55372
Particle (21):: Fit: 1327.79	PB: 1327.79	LB: 1369.66	GB: 1521.09	Conf: 0.661889	Pts: 150293
Particle (41):: Fit: 1264.77	PB: 1264.77	LB: 1520.67	GB: 1521.09	Conf: 0.606745	Pts: 70188
Particle (2):: Fit: 1201.7	PB: 1201.7	LB: 1489.43	GB: 1521.09	Conf: 0.415806	Pts: 55471
Particle (19):: Fit: 1329.93	PB: 1329.93	LB: 1369.66	GB: 1521.09	Conf: 0.205993	Pts: 140292
Particle (1):: Fit: 1227.55	PB: 1227.55	LB: 1489.43	GB: 1521.09	Conf: 0.454345	Pts: 110991
Particle (7):: Fit: 1364.94	PB: 1364.94	LB: 1403.98	GB: 1521.09	Conf: 0.523225	Pts: 110390
Particle (14):: Fit: 1386.24	PB: 1386.24	LB: 1403.98	GB: 1521.09	Conf: 0.593938	Pts: 65290
Particle (17):: Fit: 1380.18	PB: 1380.18	LB: 1386.24	GB: 1521.09	Conf: 0.460561	Pts: 75489
Particle (27):: Fit: 1395.49	PB: 1395.49	LB: 1521.09	GB: 1521.09	Conf: 0.519333	Pts: 105489
Particle (44):: Fit: 1234.77	PB: 1234.77	LB: 1520.67	GB: 1521.09	Conf: 0.70089	Pts: 50790
Particle (5):: Fit: 1489.19	PB: 1489.19	LB: 1489.19	GB: 1521.09	Conf: 0.840869	Pts: 125575
Particle (6):: Fit: 1169.32	PB: 1169.32	LB: 1489.19	GB: 1521.09	Conf: 0.648295	Pts: 60589
Particle (34):: Fit: 1173.86	PB: 1173.86	LB: 1401.03	GB: 1521.09	Conf: 0.330307	Pts: 55389
Particle (20):: Fit: 1310.17	PB: 1310.17	LB: 1380.18	GB: 1521.09	Conf: 0.638844	Pts: 55687
Particle (31):: Fit: 1254.89	PB: 1254.89	LB: 1521.09	GB: 1521.09	Conf: 0.736541	Pts: 65585
Particle (39):: Fit: 1415.83	PB: 1415.83	LB: 1415.83	GB: 1521.09	Conf: 0.0903311	Pts: 175487
Particle (32):: Fit: 1494.57	PB: 1494.57	LB: 1521.09	GB: 1521.09	Conf: 0.317359	Pts: 85587
Particle (33):: Fit: 1409.62	PB: 1409.62	LB: 1521.09	GB: 1521.09	Conf: 0.850307	Pts: 55484
Particle (37):: Fit: 1274.66	PB: 1274.66	LB: 1415.83	GB: 1521.09	Conf: 0.555631	Pts: 95486
Particle (44):: Fit: 1390.2	PB: 1390.2	LB: 1520.67	GB: 1521.09	Conf: 0.699924	Pts: 50886
Particle (30):: Fit: 1228.55	PB: 1228.55	LB: 1521.09	GB: 1521.09	Conf: 0.987569	Pts: 60884
Particle (31):: Fit: 1262.68	PB: 1262.68	LB: 1521.09	GB: 1521.09	Conf: 0.240424	Pts: 65680
Particle (38):: Fit: 1250.34	PB: 1250.34	LB: 1415.83	GB: 1521.09	Conf: 0.720508	Pts: 105382
Particle (23):: Fit: 1288.16	PB: 1288.16	LB: 1395.49	GB: 1521.09	Conf: 0.185949	Pts: 60781
Particle (26):: Fit: 1253.13	PB: 1253.13	LB: 1521.09	GB: 1521.09	Conf: 0.752015	Pts: 55380
Particle (13):: Fit: 1162.4	PB: 1162.4	LB: 1403.98	GB: 1521.09	Conf: 0.650053	Pts: 110179
Particle (9):: Fit: 1273.11	PB: 1273.11	LB: 1489.19	GB: 1521.09	Conf: 0.65934	Pts: 65478
Particle (47):: Fit: 1156.25	PB: 1156.25	LB: 1520.67	GB: 1521.09	Conf: 0.347271	Pts: 50478
Particle (42):: Fit: 1169.17	PB: 1169.17	LB: 1520.67	GB: 1521.09	Conf: 0.536448	Pts: 65361
Particle (41):: Fit: 1304.58	PB: 1304.58	LB: 1520.67	GB: 1521.09	Conf: 0.813204	Pts: 70271
Particle (42):: Fit: 1310.94	PB: 1310.94	LB: 1520.67	GB: 1521.09	Conf: 0.374131	Pts: 65460
Particle (47):: Fit: 1263.06	PB: 1263.06	LB: 1520.67	GB: 1521.09	Conf: 0.22956	Pts: 50576
Particle (14):: Fit: 1400.32	PB: 1400.32	LB: 1403.98	GB: 1521.09	Conf: 0.481341	Pts: 75375
Particle (36):: Fit: 1215.93	PB: 1215.93	LB: 1494.57	GB: 1521.09	Conf: 0.445509	Pts: 55373
Particle (6):: Fit: 1280.23	PB: 1280.23	LB: 1489.19	GB: 1521.09	Conf: 0.390062	Pts: 60674
Particle (26):: Fit: 1376.21	PB: 1376.21	LB: 1521.09	GB: 1521.09	Conf: 0.833966	Pts: 55472
Particle (7):: Fit: 1370.88	PB: 1370.88	LB: 1489.19	GB: 1521.09	Conf: 0.1955	Pts: 110473
Particle (15):: Fit: 1173.56	PB: 1173.56	LB: 1403.98	GB: 1521.09	Conf: 0.846694	Pts: 60372
Particle (48):: Fit: 1272.03	PB: 1272.03	LB: 1520.67	GB: 1521.09	Conf: 0.822448	Pts: 50272
Particle (11):: Fit: 1232.04	PB: 1232.04	LB: 1403.98	GB: 1521.09	Conf: 0.460764	Pts: 160263
Particle (9):: Fit: 1432.54	PB: 1432.54	LB: 1489.19	GB: 1521.09	Conf: 0.535985	Pts: 85570
Particle (16):: Fit: 1198.73	PB: 1198.73	LB: 1403.98	GB: 1521.09	Conf: 0.685137	Pts: 70370
Particle (11):: Fit: 1280.09	PB: 1280.09	LB: 1432.54	GB: 1521.09	Conf: 0.590532	Pts: 160360
Particle (31):: Fit: 1301.65	PB: 1301.65	LB: 1521.09	GB: 1521.09	Conf: 0.505977	Pts: 65766
Particle (2):: Fit: 1268.48	PB: 1268.48	LB: 1489.43	GB: 1521.09	Conf: 0.760773	Pts: 55547
Particle (45):: Fit: 1405.57	PB: 1405.57	LB: 1520.67	GB: 1521.09	Conf: 0.661817	Pts: 55367
Particle (34):: Fit: 1195.81	PB: 1195.81	LB: 1494.57	GB: 1521.09	Conf: 0.54591	Pts: 55467
Particle (15):: Fit: 1257.98	PB: 1257.98	LB: 1403.98	GB: 1521.09	Conf: 0.799334	Pts: 60465
Particle (3):: Fit: 1436.32	PB: 1436.32	LB: 1489.43	GB: 1521.09	Conf: 0.727828	Pts: 85464
Particle (15):: Fit: 1381.21	PB: 1381.21	LB: 1403.98	GB: 1521.09	Conf: 0.71725	Pts: 65563
Particle (36):: Fit: 1272.9	PB: 1272.9	LB: 1494.57	GB: 1521.09	Conf: 0.668322	Pts: 55462
Particle (13):: Fit: 1206.08	PB: 1206.08	LB: 1432.54	GB: 1521.09	Conf: 0.453473	Pts: 110261
Particle (23):: Fit: 1309.76	PB: 1309.76	LB: 1395.49	GB: 1521.09	Conf: 0.689882	Pts: 60862
Particle (25):: Fit: 1362.12	PB: 1362.12	LB: 1521.09	GB: 1521.09	Conf: 0.765296	Pts: 70460
Particle (16):: Fit: 1206.04	PB: 1206.04	LB: 1403.98	GB: 1521.09	Conf: 0.725459	Pts: 70462
Particle (28):: Fit: 1206.42	PB: 1206.42	LB: 1521.09	GB: 1521.09	Conf: 0.0666646	Pts: 85148
Particle (34):: Fit: 1432.97	PB: 1432.97	LB: 1494.57	GB: 1521.09	Conf: 0.365433	Pts: 65562
Particle (1):: Fit: 1339.17	PB: 1339.17	LB: 1489.43	GB: 1521.09	Conf: 0.558481	Pts: 111058
Particle (22):: Fit: 1274.67	PB: 1274.67	LB: 1395.49	GB: 1521.09	Conf: 0.18012	Pts: 55760
Particle (22):: Fit: 1309.03	PB: 1309.03	LB: 1395.49	GB: 1521.09	Conf: 0.552508	Pts: 55859
Particle (40):: Fit: 1168.41	PB: 1168.41	LB: 1415.83	GB: 1521.09	Conf: 0.959401	Pts: 60457
