
Date / Time: Fri Mar 31 01:33:06 2017

   ****************************************
   * PSO Neural Net (Gaussian Activation) *
   *       by William Boler, BSCE         *
   *     Research Assistant, IUPUI        *
   *                                      *
   *  Professor: Dr. Lauren Christopher   *
   *     Created: March 13, 2017          *
   ****************************************


Inputs: 10
Inner Nets: 1
 - 9
Tests per train(min): 100
Particles: 50
Neighbors: 10
Minimum Particle Iterations: 1000
Particle (0):: Fit: 29.9108	PB: 29.9108	LB: 29.9108	GB: 29.9108	Conf: 1.93469	Pts: 110099
  -- 7 : 2 = 0.00484397
  -- 8 : 1 = -0.243033
  -- 8 : 2 = 0.1471
  -- 9 : 1 = 0.12565
  -- 9 : 2 = -0.259353
Out\Act	False		True
False	0.84198	0	0.84198
True	0.15802	0	0.15802
	1	0
	Accuracy [ (tp + tn) / testSize ]: 0.84198
	Precision [ tp / (tp + fp) ]:      0
	Sensitivity [ tp / (tp + fn) ]:    0
	Specificity [ tn / (tn + fp) ]:    0.999435
	F-Score [ 2tp / (2tp + fp + fn) ]: 0
Particle (5):: Fit: 40.704	PB: 40.704	LB: 84.1018	GB: 95.3292	Conf: 1.96518	Pts: 55293
Particle (10):: Fit: 41.8553	PB: 41.8553	LB: 84.1018	GB: 95.3292	Conf: 2	Pts: 55193
Particle (17):: Fit: 85.0209	PB: 85.0209	LB: 89.954	GB: 95.3292	Conf: 1.99	Pts: 70393
Particle (23):: Fit: 63.1763	PB: 63.1763	LB: 89.954	GB: 95.3292	Conf: 0.931734	Pts: 85293
Particle (24):: Fit: 43.2883	PB: 43.2883	LB: 81.2172	GB: 95.3292	Conf: 2	Pts: 55393
Particle (28):: Fit: 85.9793	PB: 85.9793	LB: 85.9793	GB: 95.3292	Conf: 1.98575	Pts: 110193
Particle (49):: Fit: 77.2195	PB: 77.2195	LB: 95.3292	GB: 95.3292	Conf: 1.85044	Pts: 50393
Particle (3):: Fit: 42.0775	PB: 42.0775	LB: 84.1018	GB: 95.3292	Conf: 0.321359	Pts: 55390
Particle (22):: Fit: 42.8111	PB: 42.8111	LB: 89.954	GB: 95.3292	Conf: 2	Pts: 65392
Particle (2):: Fit: 45.6756	PB: 45.6756	LB: 95.3292	GB: 95.3292	Conf: 1.98393	Pts: 55291
Particle (15):: Fit: 78.2541	PB: 78.2541	LB: 89.954	GB: 95.3292	Conf: 1.98731	Pts: 55291
Particle (19):: Fit: 89.9957	PB: 89.9957	LB: 89.9957	GB: 95.3292	Conf: 1.84583	Pts: 260391
Particle (27):: Fit: 42.8111	PB: 42.8111	LB: 85.9793	GB: 95.3292	Conf: 2	Pts: 55391
Particle (32):: Fit: 84.8703	PB: 84.8703	LB: 86.5662	GB: 95.3292	Conf: 1.90006	Pts: 80491
Particle (42):: Fit: 55.0353	PB: 55.0353	LB: 85.2467	GB: 95.3292	Conf: 0.205054	Pts: 50390
Particle (46):: Fit: 90.7956	PB: 90.7956	LB: 95.3292	GB: 95.3292	Conf: 1.69721	Pts: 120391
Particle (4):: Fit: 65.1869	PB: 65.1869	LB: 84.1018	GB: 95.3292	Conf: 1.2915	Pts: 110290
Particle (9):: Fit: 89.8188	PB: 89.8188	LB: 89.8188	GB: 95.3292	Conf: 1.98936	Pts: 130290
Particle (10):: Fit: 46.6153	PB: 46.6153	LB: 89.8188	GB: 95.3292	Conf: 2	Pts: 55290
Particle (20):: Fit: 84.0535	PB: 84.0535	LB: 89.9957	GB: 95.3292	Conf: 1.985	Pts: 65490
Particle (25):: Fit: 42.3335	PB: 42.3335	LB: 85.9793	GB: 95.3292	Conf: 2	Pts: 60390
Particle (31):: Fit: 43.2883	PB: 43.2883	LB: 86.5662	GB: 95.3292	Conf: 2	Pts: 60290
Particle (39):: Fit: 85.468	PB: 85.468	LB: 86.5662	GB: 95.3292	Conf: 1.86558	Pts: 70290
Particle (13):: Fit: 90.775	PB: 90.775	LB: 90.775	GB: 95.3292	Conf: 1.98879	Pts: 115289
Particle (25):: Fit: 44.7169	PB: 44.7169	LB: 85.9793	GB: 95.3292	Conf: 2	Pts: 60489
Particle (7):: Fit: 85.222	PB: 85.222	LB: 89.8188	GB: 95.3292	Conf: 1.24962	Pts: 130288
Particle (26):: Fit: 42.8111	PB: 42.8111	LB: 85.9793	GB: 95.3292	Conf: 2	Pts: 65388
Particle (6):: Fit: 44.7169	PB: 44.7169	LB: 89.8188	GB: 95.3292	Conf: 2	Pts: 55387
Particle (22):: Fit: 81.162	PB: 81.162	LB: 89.9957	GB: 95.3292	Conf: 1.98889	Pts: 65487
Particle (34):: Fit: 90.1594	PB: 90.1594	LB: 90.1594	GB: 95.3292	Conf: 1.83798	Pts: 115287
Particle (11):: Fit: 43.056	PB: 43.056	LB: 90.775	GB: 95.3292	Conf: 0.831622	Pts: 55384
Particle (35):: Fit: 43.8991	PB: 43.8991	LB: 90.1594	GB: 95.3292	Conf: 1.97229	Pts: 60286
Particle (4):: Fit: 68.7777	PB: 68.7777	LB: 89.8188	GB: 95.3292	Conf: 0.839141	Pts: 110385
Particle (31):: Fit: 44.2412	PB: 44.2412	LB: 90.1594	GB: 95.3292	Conf: 2	Pts: 60385
Particle (11):: Fit: 43.0638	PB: 43.0638	LB: 90.775	GB: 95.3292	Conf: 0.843305	Pts: 55482
Particle (22):: Fit: 88.0156	PB: 88.0156	LB: 89.9957	GB: 95.3292	Conf: 1.97687	Pts: 80584
Particle (35):: Fit: 87.8864	PB: 87.8864	LB: 90.1594	GB: 95.3292	Conf: 1.98082	Pts: 65384
Particle (20):: Fit: 87.8942	PB: 87.8942	LB: 89.9957	GB: 95.3292	Conf: 1.98333	Pts: 65583
Particle (44):: Fit: 84.4293	PB: 84.4293	LB: 95.3292	GB: 95.3292	Conf: 0.948232	Pts: 85183
Particle (4):: Fit: 69.9223	PB: 69.9223	LB: 89.8188	GB: 95.3292	Conf: 1.04732	Pts: 110482
Particle (25):: Fit: 45.1922	PB: 45.1922	LB: 88.0156	GB: 95.3292	Conf: 2	Pts: 60581
Particle (29):: Fit: 42.3335	PB: 42.3335	LB: 90.1594	GB: 95.3292	Conf: 2	Pts: 55181
Particle (42):: Fit: 58.6471	PB: 58.6471	LB: 90.7956	GB: 95.3292	Conf: 0.591735	Pts: 50478
Particle (21):: Fit: 80.1936	PB: 80.1936	LB: 89.9957	GB: 95.3292	Conf: 1.98774	Pts: 65480
Particle (29):: Fit: 44.2412	PB: 44.2412	LB: 90.1594	GB: 95.3292	Conf: 2	Pts: 55280
Particle (47):: Fit: 42.8111	PB: 42.8111	LB: 95.3292	GB: 95.3292	Conf: 2	Pts: 50480
Particle (18):: Fit: 86.9605	PB: 86.9605	LB: 89.9957	GB: 95.3292	Conf: 1.94215	Pts: 110479
Particle (49):: Fit: 78.7399	PB: 78.7399	LB: 95.3292	GB: 95.3292	Conf: 1.84422	Pts: 50478
Particle (27):: Fit: 45.667	PB: 45.667	LB: 85.9793	GB: 95.3292	Conf: 2	Pts: 55477
Particle (32):: Fit: 87.9391	PB: 87.9391	LB: 90.1594	GB: 95.3292	Conf: 1.9634	Pts: 90577
Particle (33):: Fit: 82.7176	PB: 82.7176	LB: 90.1594	GB: 95.3292	Conf: 0.544998	Pts: 115277
Particle (37):: Fit: 77.7788	PB: 77.7788	LB: 90.1594	GB: 95.3292	Conf: 1.90764	Pts: 55177
Particle (19):: Fit: 90.6398	PB: 90.6398	LB: 90.6398	GB: 95.3292	Conf: 1.82028	Pts: 290476
Particle (21):: Fit: 85.982	PB: 85.982	LB: 90.6398	GB: 95.3292	Conf: 1.98816	Pts: 65576
Particle (30):: Fit: 42.8111	PB: 42.8111	LB: 90.1594	GB: 95.3292	Conf: 2	Pts: 55376
Particle (49):: Fit: 88.5525	PB: 88.5525	LB: 95.3292	GB: 95.3292	Conf: 1.86101	Pts: 55576
Particle (33):: Fit: 84.8716	PB: 84.8716	LB: 90.1594	GB: 95.3292	Conf: 0.343	Pts: 115375
Particle (42):: Fit: 61.5285	PB: 61.5285	LB: 90.7956	GB: 95.3292	Conf: 0.374275	Pts: 50571
Particle (5):: Fit: 40.9767	PB: 40.9767	LB: 89.8188	GB: 95.3292	Conf: 1.97855	Pts: 55374
Particle (36):: Fit: 89.8879	PB: 89.8879	LB: 90.1594	GB: 95.3292	Conf: 1.90992	Pts: 280473
Particle (43):: Fit: 83.0939	PB: 83.0939	LB: 95.3292	GB: 95.3292	Conf: 1.98956	Pts: 80173
Particle (23):: Fit: 73.3	PB: 73.3	LB: 90.6398	GB: 95.3292	Conf: 0.912426	Pts: 85372
Particle (37):: Fit: 78.1073	PB: 78.1073	LB: 90.1594	GB: 95.3292	Conf: 1.96249	Pts: 55271
Particle (32):: Fit: 91.7706	PB: 91.7706	LB: 91.7706	GB: 95.3292	Conf: 1.87533	Pts: 140670
Particle (37):: Fit: 88.1363	PB: 88.1363	LB: 90.1594	GB: 95.3292	Conf: 1.94696	Pts: 55370
Particle (14):: Fit: 43.2883	PB: 43.2883	LB: 90.775	GB: 95.3292	Conf: 2	Pts: 110269
Particle (5):: Fit: 83.173	PB: 83.173	LB: 89.8188	GB: 95.3292	Conf: 1.97349	Pts: 55468
Particle (3):: Fit: 42.1094	PB: 42.1094	LB: 88.5525	GB: 95.3292	Conf: 0.656356	Pts: 55453
Particle (5):: Fit: 85.9822	PB: 85.9822	LB: 89.8188	GB: 95.3292	Conf: 1.98843	Pts: 55565
Particle (30):: Fit: 43.2883	PB: 43.2883	LB: 91.7706	GB: 95.3292	Conf: 2	Pts: 55465
Particle (41):: Fit: 43.2883	PB: 43.2883	LB: 90.7956	GB: 95.3292	Conf: 2	Pts: 65165
Particle (26):: Fit: 44.2412	PB: 44.2412	LB: 88.0156	GB: 95.3292	Conf: 2	Pts: 65462
Particle (28):: Fit: 87.9021	PB: 87.9021	LB: 91.7706	GB: 95.3292	Conf: 1.98796	Pts: 110261
Particle (45):: Fit: 88.452	PB: 88.452	LB: 95.3292	GB: 95.3292	Conf: 0.203136	Pts: 50360
Particle (36):: Fit: 93.5559	PB: 93.5559	LB: 93.5559	GB: 95.3292	Conf: 1.89852	Pts: 330559
Particle (39):: Fit: 88.3877	PB: 88.3877	LB: 93.5559	GB: 95.3292	Conf: 1.94523	Pts: 70359
Particle (46):: Fit: 93.4518	PB: 93.4518	LB: 95.3292	GB: 95.3292	Conf: 1.77591	Pts: 130458
Particle (29):: Fit: 46.1414	PB: 46.1414	LB: 91.7706	GB: 95.3292	Conf: 2	Pts: 55356
Particle (42):: Fit: 61.9857	PB: 61.9857	LB: 93.4518	GB: 95.3292	Conf: 0.0516836	Pts: 50650
Particle (1):: Fit: 79.2703	PB: 79.2703	LB: 95.3292	GB: 95.3292	Conf: 1.97255	Pts: 110255
Particle (30):: Fit: 45.1922	PB: 45.1922	LB: 91.7706	GB: 95.3292	Conf: 2	Pts: 55552
Particle (47):: Fit: 45.667	PB: 45.667	LB: 95.3292	GB: 95.3292	Conf: 2	Pts: 50552
Particle (18):: Fit: 87.947	PB: 87.947	LB: 90.6398	GB: 95.3292	Conf: 1.93125	Pts: 110549
Particle (21):: Fit: 88.1334	PB: 88.1334	LB: 90.6398	GB: 95.3292	Conf: 1.95931	Pts: 75649
Particle (20):: Fit: 89.8903	PB: 89.8903	LB: 90.6398	GB: 95.3292	Conf: 1.95524	Pts: 70646
Particle (49):: Fit: 92.4968	PB: 92.4968	LB: 95.3292	GB: 95.3292	Conf: 1.8122	Pts: 60646
Particle (44):: Fit: 85.3507	PB: 85.3507	LB: 95.3292	GB: 95.3292	Conf: 1.23127	Pts: 85245
Particle (2):: Fit: 75.3396	PB: 75.3396	LB: 95.3292	GB: 95.3292	Conf: 1.97457	Pts: 55337
Particle (44):: Fit: 94.1386	PB: 94.1386	LB: 95.3292	GB: 95.3292	Conf: 1.17845	Pts: 105337
Particle (22):: Fit: 92.6843	PB: 92.6843	LB: 92.6843	GB: 95.3292	Conf: 1.98804	Pts: 130636
Particle (24):: Fit: 43.765	PB: 43.765	LB: 92.6843	GB: 95.3292	Conf: 2	Pts: 55436
Particle (46):: Fit: 94.4345	PB: 94.4345	LB: 95.3292	GB: 95.3292	Conf: 1.62243	Pts: 140531
Particle (41):: Fit: 46.1414	PB: 46.1414	LB: 94.4345	GB: 95.3292	Conf: 2	Pts: 65223
Particle (38):: Fit: 43.765	PB: 43.765	LB: 93.5559	GB: 95.3292	Conf: 2	Pts: 55118
Particle (16):: Fit: 43.2883	PB: 43.2883	LB: 90.775	GB: 95.3292	Conf: 2	Pts: 60317
Particle (7):: Fit: 89.8334	PB: 89.8334	LB: 89.8334	GB: 95.3292	Conf: 1.4256	Pts: 150316
Particle (26):: Fit: 45.1922	PB: 45.1922	LB: 92.6843	GB: 95.3292	Conf: 2	Pts: 65514
Particle (39):: Fit: 90.1479	PB: 90.1479	LB: 94.1386	GB: 95.3292	Conf: 1.88366	Pts: 70414
Particle (42):: Fit: 62.077	PB: 62.077	LB: 94.4345	GB: 95.3292	Conf: 0.599271	Pts: 50700
Particle (20):: Fit: 91.7256	PB: 91.7256	LB: 92.6843	GB: 95.3292	Conf: 1.98504	Pts: 80711
Particle (47):: Fit: 82.1282	PB: 82.1282	LB: 95.3292	GB: 95.3292	Conf: 1.98831	Pts: 50610
Particle (18):: Fit: 89.4745	PB: 89.4745	LB: 92.6843	GB: 95.3292	Conf: 1.89949	Pts: 110609
Particle (3):: Fit: 42.5417	PB: 42.5417	LB: 92.4968	GB: 95.3292	Conf: 0.876145	Pts: 55478
Particle (38):: Fit: 45.1922	PB: 45.1922	LB: 93.5559	GB: 95.3292	Conf: 2	Pts: 55206
Particle (16):: Fit: 44.2412	PB: 44.2412	LB: 91.7256	GB: 95.3292	Conf: 2	Pts: 60407
Particle (47):: Fit: 87.8966	PB: 87.8966	LB: 95.3292	GB: 95.3292	Conf: 1.98433	Pts: 50704
Particle (43):: Fit: 86.9368	PB: 86.9368	LB: 95.3292	GB: 95.3292	Conf: 1.98416	Pts: 80199
Particle (2):: Fit: 80.9463	PB: 80.9463	LB: 95.3292	GB: 95.3292	Conf: 0.842728	Pts: 55398
Particle (3):: Fit: 65.8754	PB: 65.8754	LB: 92.4968	GB: 95.3292	Conf: 0.264057	Pts: 55567
Particle (10):: Fit: 63.9538	PB: 63.9538	LB: 90.775	GB: 95.3292	Conf: 1.03212	Pts: 55298
Particle (12):: Fit: 64.5042	PB: 64.5042	LB: 90.775	GB: 95.3292	Conf: 0.438008	Pts: 60298
Particle (16):: Fit: 84.5491	PB: 84.5491	LB: 91.7256	GB: 95.3292	Conf: 0.127867	Pts: 60498
Particle (26):: Fit: 49.0128	PB: 49.0128	LB: 92.6843	GB: 95.3292	Conf: 0.92311	Pts: 65598
Particle (27):: Fit: 72.3127	PB: 72.3127	LB: 91.7706	GB: 95.3292	Conf: 0.615072	Pts: 55497
Particle (31):: Fit: 63.0465	PB: 63.0465	LB: 93.5559	GB: 95.3292	Conf: 1.44269	Pts: 60398
Particle (41):: Fit: 66.3524	PB: 66.3524	LB: 94.4345	GB: 95.3292	Conf: 0.595944	Pts: 65298
Particle (2):: Fit: 84.8172	PB: 84.8172	LB: 95.3292	GB: 95.3292	Conf: 0.546428	Pts: 55497
Particle (6):: Fit: 73.2464	PB: 73.2464	LB: 89.8334	GB: 95.3292	Conf: 0.392011	Pts: 55397
Particle (8):: Fit: 46.8651	PB: 46.8651	LB: 90.775	GB: 95.3292	Conf: 0.611913	Pts: 60170
Particle (10):: Fit: 80.3927	PB: 80.3927	LB: 90.775	GB: 95.3292	Conf: 0.195838	Pts: 55397
Particle (11):: Fit: 63.4983	PB: 63.4983	LB: 90.775	GB: 95.3292	Conf: 0.912618	Pts: 55481
Particle (25):: Fit: 58.623	PB: 58.623	LB: 92.6843	GB: 95.3292	Conf: 0.513583	Pts: 60597
Particle (26):: Fit: 53.8455	PB: 53.8455	LB: 92.6843	GB: 95.3292	Conf: 0.881004	Pts: 65697
Particle (27):: Fit: 79.4426	PB: 79.4426	LB: 91.7706	GB: 95.3292	Conf: 0.898869	Pts: 55596
Particle (29):: Fit: 57.6903	PB: 57.6903	LB: 91.7706	GB: 95.3292	Conf: 0.943938	Pts: 55396
Particle (8):: Fit: 87.2436	PB: 87.2436	LB: 90.775	GB: 95.3292	Conf: 0.910688	Pts: 60269
Particle (11):: Fit: 73.3883	PB: 73.3883	LB: 90.775	GB: 95.3292	Conf: 0.475398	Pts: 55580
Particle (24):: Fit: 46.6571	PB: 46.6571	LB: 92.6843	GB: 95.3292	Conf: 0.876866	Pts: 55496
Particle (25):: Fit: 73.9629	PB: 73.9629	LB: 92.6843	GB: 95.3292	Conf: 0.719764	Pts: 60696
Particle (26):: Fit: 74.3421	PB: 74.3421	LB: 92.6843	GB: 95.3292	Conf: 0.637504	Pts: 65796
Particle (29):: Fit: 79.2457	PB: 79.2457	LB: 91.7706	GB: 95.3292	Conf: 0.441295	Pts: 55495
Particle (16):: Fit: 85.9922	PB: 85.9922	LB: 91.7256	GB: 95.3292	Conf: 0.337498	Pts: 60595
Particle (26):: Fit: 84.5898	PB: 84.5898	LB: 92.6843	GB: 95.3292	Conf: 0.334468	Pts: 65895
Particle (38):: Fit: 52.7956	PB: 52.7956	LB: 93.5559	GB: 95.3292	Conf: 0.737997	Pts: 55293
Particle (3):: Fit: 83.9633	PB: 83.9633	LB: 92.4968	GB: 95.3292	Conf: 0.676718	Pts: 55663
Particle (12):: Fit: 85.1266	PB: 85.1266	LB: 90.775	GB: 95.3292	Conf: 0.417437	Pts: 60394
Particle (14):: Fit: 80.3918	PB: 80.3918	LB: 90.775	GB: 95.3292	Conf: 0.980474	Pts: 110294
Particle (24):: Fit: 58.4952	PB: 58.4952	LB: 92.6843	GB: 95.3292	Conf: 0.744797	Pts: 55594
Particle (30):: Fit: 53.6881	PB: 53.6881	LB: 91.7706	GB: 95.3292	Conf: 0.391864	Pts: 55594
Particle (29):: Fit: 84.1737	PB: 84.1737	LB: 91.7706	GB: 95.3292	Conf: 0.713335	Pts: 55592
Particle (30):: Fit: 82.4922	PB: 82.4922	LB: 91.7706	GB: 95.3292	Conf: 0.439745	Pts: 55693
Particle (38):: Fit: 73.9749	PB: 73.9749	LB: 93.5559	GB: 95.3292	Conf: 0.228284	Pts: 55391
Particle (41):: Fit: 71.2971	PB: 71.2971	LB: 94.4345	GB: 95.3292	Conf: 0.437359	Pts: 65393
Particle (23):: Fit: 85.1146	PB: 85.1146	LB: 92.6843	GB: 95.3292	Conf: 1.97475	Pts: 85392
Particle (24):: Fit: 64.158	PB: 64.158	LB: 92.6843	GB: 95.3292	Conf: 0.767052	Pts: 55692
Particle (40):: Fit: 62.9629	PB: 62.9629	LB: 94.1386	GB: 95.3292	Conf: 0.243081	Pts: 55392
Particle (42):: Fit: 75.2864	PB: 75.2864	LB: 94.4345	GB: 95.3292	Conf: 0.582538	Pts: 50773
Particle (1):: Fit: 83.4455	PB: 83.4455	LB: 95.3292	GB: 95.3292	Conf: 0.565272	Pts: 110289
Particle (41):: Fit: 75.1604	PB: 75.1604	LB: 94.4345	GB: 95.3292	Conf: 0.309137	Pts: 65491
Particle (15):: Fit: 81.3193	PB: 81.3193	LB: 91.7256	GB: 95.3292	Conf: 0.328798	Pts: 55290
Particle (27):: Fit: 86.2099	PB: 86.2099	LB: 91.7706	GB: 95.3292	Conf: 0.790503	Pts: 55689
Particle (40):: Fit: 79.6921	PB: 79.6921	LB: 94.1386	GB: 95.3292	Conf: 0.700749	Pts: 55490
Particle (42):: Fit: 77.1105	PB: 77.1105	LB: 94.4345	GB: 95.3292	Conf: 0.513781	Pts: 50871
Particle (12):: Fit: 91.1327	PB: 91.1327	LB: 91.1327	GB: 95.3292	Conf: 0.439489	Pts: 100489
Particle (14):: Fit: 81.1143	PB: 81.1143	LB: 91.1327	GB: 95.3292	Conf: 0.426012	Pts: 110389
Particle (30):: Fit: 88.486	PB: 88.486	LB: 91.7706	GB: 95.3292	Conf: 0.526008	Pts: 55789
Particle (42):: Fit: 98.3448	PB: 98.3448	LB: 98.3448	GB: 98.3448	Conf: 0.631933	Pts: 110969
Global: 98.3448 - Correct: 67% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = -0.129936
  -- 1 : 2 = 0.482797
  -- 1 : 3 = 0.473079
  -- 1 : 4 = 0.261619
  -- 1 : 5 = 0.270835
  -- 1 : 6 = -0.260668
  -- 1 : 7 = 0.254354
  -- 1 : 8 = 0.35493
  -- 1 : 9 = -0.212228
  -- 2 : 1 = 0.35467
  -- 2 : 2 = 0.123682
  -- 2 : 3 = 0.357954
  -- 2 : 4 = 0.202229
  -- 2 : 5 = -0.0406397
  -- 2 : 6 = 0.120297
  -- 2 : 7 = 0.149465
  -- 2 : 8 = -0.210728
  -- 2 : 9 = -0.10564
  -- 3 : 1 = 0.519504
  -- 3 : 2 = -0.0718253
  -- 3 : 3 = 0.153498
  -- 3 : 4 = -0.0754491
  -- 3 : 5 = 0.261136
  -- 3 : 6 = 0.189673
  -- 3 : 7 = 0.0565919
  -- 3 : 8 = -0.205773
  -- 3 : 9 = -0.226348
  -- 4 : 1 = 0.0217322
  -- 4 : 2 = 0.315542
  -- 4 : 3 = 0.0513204
  -- 4 : 4 = 0.334983
  -- 4 : 5 = 0.464469
  -- 4 : 6 = 0.51929
  -- 4 : 7 = 0.357298
  -- 4 : 8 = -0.0943966
  -- 4 : 9 = 0.110395
  -- 5 : 1 = 0.765161
  -- 5 : 2 = 0.356129
  -- 5 : 3 = 0.343346
  -- 5 : 4 = -0.0345928
  -- 5 : 5 = 0.0615585
  -- 5 : 6 = 0.0214943
  -- 5 : 7 = -0.286413
  -- 5 : 8 = 0.107214
  -- 5 : 9 = -0.0929222
  -- 6 : 1 = 0.408293
  -- 6 : 2 = 0.328097
  -- 6 : 3 = 0.223132
  -- 6 : 4 = 0.413771
  -- 6 : 5 = 0.196675
  -- 6 : 6 = 0.0615866
  -- 6 : 7 = 0.00302043
  -- 6 : 8 = 0.648099
  -- 6 : 9 = 0.367452
  -- 7 : 1 = 0.0734124
  -- 7 : 2 = 0.41206
  -- 7 : 3 = 0.517057
  -- 7 : 4 = 0.157066
  -- 7 : 5 = 0.310155
  -- 7 : 6 = 0.328896
  -- 7 : 7 = -0.238362
  -- 7 : 8 = 0.356432
  -- 7 : 9 = -0.0486468
  -- 8 : 1 = 0.618287
  -- 8 : 2 = -0.0581258
  -- 8 : 3 = 0.540081
  -- 8 : 4 = 0.377809
  -- 8 : 5 = 0.149206
  -- 8 : 6 = -0.187275
  -- 8 : 7 = 0.377964
  -- 8 : 8 = 0.251297
  -- 8 : 9 = 0.0798936
  -- 9 : 1 = 0.417781
  -- 9 : 2 = 0.348852
  -- 9 : 3 = 0.0538622
  -- 9 : 4 = -0.187901
  -- 9 : 5 = -0.0134515
  -- 9 : 6 = 0.0508365
  -- 9 : 7 = -0.161884
  -- 9 : 8 = 0.0496765
  -- 9 : 9 = 0.453727
  -- 10 : 1 = 0.132032
  -- 10 : 2 = 0.253826
  -- 10 : 3 = 0.0379946
  -- 10 : 4 = 0.098274
  -- 10 : 5 = 0.0959551
  -- 10 : 6 = 0.562617
  -- 10 : 7 = 0.235747
  -- 10 : 8 = 0.290956
  -- 10 : 9 = 0.483158
  Inner Net 2
  -- 1 : 1 = -0.0445545
  -- 1 : 2 = -0.287241
  -- 2 : 1 = -0.0970993
  -- 2 : 2 = -0.123729
  -- 3 : 1 = -0.30909
  -- 3 : 2 = 0.299811
  -- 4 : 1 = -0.645917
  -- 4 : 2 = -0.154598
  -- 5 : 1 = -0.488444
  -- 5 : 2 = -0.348916
  -- 6 : 1 = 0.206093
  -- 6 : 2 = -0.0568553
  -- 7 : 1 = -0.00908784
  -- 7 : 2 = 0.000126061
  -- 8 : 1 = 0.457819
  -- 8 : 2 = -0.0250439
  -- 9 : 1 = -0.14785
  -- 9 : 2 = -0.326425
Out\Act	False		True
False	0.34793	0.49405	0.84198
True	0.0280819	0.129938	0.15802
	0.376011	0.623989
	Accuracy [ (tp + tn) / testSize ]: 0.477868
	Precision [ tp / (tp + fp) ]:      0.208079
	Sensitivity [ tp / (tp + fn) ]:    0.81982
	Specificity [ tn / (tn + fp) ]:    0.412994
	F-Score [ 2tp / (2tp + fp + fn) ]: 0.332117
Particle (4):: Fit: 75.388	PB: 75.388	LB: 89.8334	GB: 98.3448	Conf: 0.961762	Pts: 110487
Particle (11):: Fit: 77.9875	PB: 77.9875	LB: 91.1327	GB: 98.3448	Conf: 0.43859	Pts: 55671
Particle (3):: Fit: 105.242	PB: 105.242	LB: 105.242	GB: 105.242	Conf: 0.71688	Pts: 115755
Particle (6):: Fit: 80.5748	PB: 80.5748	LB: 105.242	GB: 105.242	Conf: 0.499196	Pts: 55485
Particle (21):: Fit: 90.3203	PB: 90.3203	LB: 92.6843	GB: 105.242	Conf: 0.933768	Pts: 75686
Particle (25):: Fit: 83.3366	PB: 83.3366	LB: 92.6843	GB: 105.242	Conf: 0.823023	Pts: 60786
Global: 105.242 - Correct: 75% of 100 tests
Global Best: 
  Inner Net 1
  -- 1 : 1 = 0.301394
  -- 1 : 2 = 0.0101639
  -- 1 : 3 = 0.0118128
  -- 1 : 4 = -0.0786699
  -- 1 : 5 = -0.191817
  -- 1 : 6 = -0.109855
  -- 1 : 7 = 0.101896
  -- 1 : 8 = -0.0480614
  -- 1 : 9 = 0.214353
  -- 2 : 1 = 0.211018
  -- 2 : 2 = -0.332188
  -- 2 : 3 = 0.0817528
  -- 2 : 4 = -0.0328159
  -- 2 : 5 = 0.0403454
  -- 2 : 6 = 0.271958
  -- 2 : 7 = -0.268807
  -- 2 : 8 = 0.146378
  -- 2 : 9 = 0.158274
  -- 3 : 1 = 1
  -- 3 : 2 = -0.0246384
  -- 3 : 3 = 0.00723618
  -- 3 : 4 = 0.296258
  -- 3 : 5 = 0.129857
  -- 3 : 6 = -0.0477269
  -- 3 : 7 = 0.180172
  -- 3 : 8 = -0.0898901
  -- 3 : 9 = 0.0510173
  -- 4 : 1 = 0.442728
  -- 4 : 2 = 0.245585
  -- 4 : 3 = 0.159171
  -- 4 : 4 = -0.0545498
  -- 4 : 5 = -0.00261471
  -- 4 : 6 = 0.0660829
  -- 4 : 7 = 0.172906
  -- 4 : 8 = 0.139358
  -- 4 : 9 = 0.0664453
  -- 5 : 1 = 0.830434
  -- 5 : 2 = -0.152355
  -- 5 : 3 = -0.0232816
  -- 5 : 4 = 0.365693
  -- 5 : 5 = 0.10411
  -- 5 : 6 = -0.21419
  -- 5 : 7 = -0.34608
  -- 5 : 8 = 0.384066
  -- 5 : 9 = -0.170979
  -- 6 : 1 = 0.228914
  -- 6 : 2 = 0.114825
  -- 6 : 3 = -0.119153
  -- 6 : 4 = -0.377341
  -- 6 : 5 = 0.0953282
  -- 6 : 6 = 0.11084
  -- 6 : 7 = 0.259599
  -- 6 : 8 = 0.141011
  -- 6 : 9 = 0.411002
  -- 7 : 1 = 0.5
  -- 7 : 2 = -0.115253
  -- 7 : 3 = 0.195147
  -- 7 : 4 = 0.123978
  -- 7 : 5 = -0.210763
  -- 7 : 6 = -0.106729
  -- 7 : 7 = -0.537229
  -- 7 : 8 = -0.264693
  -- 7 : 9 = -0.188834
  -- 8 : 1 = 0.3302
  -- 8 : 2 = -0.395233
  -- 8 : 3 = 0.368811
  -- 8 : 4 = 0.0816785
  -- 8 : 5 = 0.14833
  -- 8 : 6 = 0.000563038
  -- 8 : 7 = -0.0367389
  -- 8 : 8 = -0.118233
  -- 8 : 9 = -0.178238
  -- 9 : 1 = 0.745445
  -- 9 : 2 = 0.0733016
  -- 9 : 3 = 0.0618461
  -- 9 : 4 = -0.437794
  -- 9 : 5 = 0.00185067
  -- 9 : 6 = 0.103621
  -- 9 : 7 = -0.126622
  -- 9 : 8 = 0.324291
